"","text","subject_label","subject_predicted","structure_label","structure_predicted"
"3483","Avoid stating any stat value in the abstract. You can rather say that the significant statistical difference was confirmed by one-way ANOVA test.",2,3,4,4
"3484","Multiple typos and grammatical mistakes",2,2,3,3
"3485","You seemed to have found the standard deviation between the 3 different stimulus voltages rather than among the amplitudes you averaged to receive your value at each stimulus voltages. (Ex. I think you found the standard deviation between 0.061, 0.093, and 0.22 in table 2 rather than finding the standard deviation among the 4 readings you averaged to get 0.061. and the 4 readings averaged to get 0.093. and the 4 readings averaged to get 0.22)",3,3,4,4
"3486","You should exclude nitrogen from this lab report since you could not collect any data",4,3,4,4
"3487","Can you be more specific? Mention the physiological process of interest in this experiment.",2,2,4,4
"3488","Okay, but you need to connect this specifically to aggressive behavior.",4,4,4,5
"3489","Make it clear that the error bars represent standard deviation.",3,3,2,2
"3490","Rephrase this to make the language more precise",2,2,3,3
"3491","This seems like double negatives, the null isn’t something you are trying to accept. Talk more about your hypothesis not your null.",3,2,4,4
"3492","This is raw data",3,3,3,3
"3493","This is unclear",2,2,3,2
"3494","Delete this",2,3,2,2
"3495","Informal. Look out for this throughout your report as well",2,2,3,3
"3496","If 2 out of your 8 caterpillars were outliers, you may just not have very conclusive data. You need to make a very clear case for why they were outliers if you want to toss out ¼ of your data points.",3,3,4,4
"3497","Are these error bars fitted to each data point?",3,3,2,4
"3498","I don’t think you reference these photos anywhere in your methods section? Either add the reference or don’t include them",3,3,2,4
"3499","Put some sort of overall conclusion here",2,2,4,2
"3500","A good control here would have been to soak the plates in water.",3,3,4,2
"3501","Did you use t-test for this experiment? If there was no stat significant results, you can mention it here. You should have explored few possible reasons on what went wrong in the discussion section. Put the highlights from discussion here as concluding statements.",2,2,4,4
"3502","Null or alternative?",3,3,2,2
"3503","What does all of this mean and add to the experiment? Why are you reporting this if your experiment focused on weight?",4,3,4,2
"3504","This sounds more like it belongs in the methods.",2,2,4,4
"3505","Did you use t-test for this experiment? If there was no stat significant results, you can mention it here. You should have explored few possible reasons on what went wrong in the discussion section. Put the highlights from discussion here as concluding statements.",2,2,4,4
"3506","I missed this in your submission somehow, so am not taking off for it, but this reads a causative. It also borderlines interpretation, so make sure that in the future you report only results in the results section.",1,1,4,3
"3507","I wouldn’t call this incorrect. I would just label it as a possible outlier (Can’t claim it definitively is an outlier unless you perform another statistical test on it which needs a larger sample size).",3,3,4,4
"3508","Can you revise your hypothesis to make it more clearer and straight forward?",2,2,3,3
"3509","This is not proper citation format and you should have at least 3 citations",3,3,3,3
"3510","This is a weak statement. Can you think of something more specific?",4,2,3,2
"3511","Don’t use quotations, just paraphrase the paper",2,2,3,3
"3512","Also, your captions should read like this: “Table 1: Results and values of…”“Figure 1:  Average weight of control group…”",3,3,2,4
"3513","Try to think of a better way to express how Physarum moves, more in terms of how it searches and changes direction away from unfavorable environments and less what constitutes an unfavorable environment.",2,4,4,5
"3514","For what statistical test? You also only need to mention the test and the alpha (you can assume your reader understand statistics).",3,3,2,4
"3515","Include more explanation why you saw these results",3,3,4,4
"3516","No need to include this table: all of these data are displayed in the figure",3,3,4,2
"3517","It’s nice to bring what you’re doing into a broader context but make sure it is concise and still relevant.",2,2,3,3
"3518","Provide numbers to emphasize how big the difference is",3,3,2,2
"3519","Don’t use quotations, just paraphrase",2,2,3,3
"3520","Reconsider y-axis scale",3,3,4,4
"3521","Report correctly. This is in the resource guide.",3,3,3,3
"3522","I think this could be included in the discussion as a limitation in the length measurements, but say it more naïve.",4,4,4,4
"3523","Remember, hypothesis always comes before methods",2,2,4,4
"3524","How were they shaded?",4,3,4,2
"3525","Overall nice intro, easy to follow but make sure you reread it again for grammar. You need to add primary literature in the intro as well",1,1,3,3
"3526","The gastrocnemius muuscle",3,3,2,2
"3527","Try to read the abstract of your primary literature and use that to guide you on how to write an abstract, looking for what information they add in and how they organize it",2,2,3,3
"3528","Careful, this was change in weight not weight",3,3,2,2
"3529","Was this your hypothesis? How did you measure te flow of Ca++? Your hypothesis should be more focused on the muscle contraction because this is what you studied.",4,2,4,4
"3530","You need primary literature in your introduction, which means a paper on an experiment. If you have trouble finding one let me know. Also check your citation formatting",1,1,3,3
"3531","Never use quotes in scientific writing",2,2,3,3
"3532","As an alpha value of 0.05 is standard, the alpha value does not need to be explicitly stated unless it was different form the standard.",3,3,4,2
"3533","Instead of just mentioning this, you could report the values of the mean ± SD like you did in the discussion. That will support this observation",2,3,4,4
"3534","Is that what you hypothesized and measured?",4,2,4,2
"3535","This is all great but I would spend some time connecting it more to your own research maybe add a sentence or two that naturally transitions to your exp",4,4,4,4
"3536","As the 3 graphs above are considered raw data, I would only include this graph. However, your error bars seem to not be formatted properly. If you need help with formatting them, make sure to contact me.",3,3,4,4
"3537","True, but isn’t root length / mass more indicative of cell division than the size of individual cells?",4,4,4,4
"3538","You did not tell me enough about why this study is important to your experiment.",4,4,4,4
"3539","You need to use more scientific language and connect your findings back to the big picture",2,4,3,3
"3540","Use past tense for the methods section",2,2,3,3
"3541","If you change the x-axis, you will not need to specify this. The reader can understand which bar correspond to each treatment.",3,3,2,4
"3542","Citation format [Johnson: 2018]",3,3,2,2
"3543","You can add your p-value here to back this statement up",3,3,2,2
"3544","In the future, it would be good to discuss more biological mechanisms like this, and less sources of error",4,4,3,3
"3545","Just say our results",2,3,2,2
"3546","In both spinach and kale? To the same degree?",3,3,4,2
"3547","Did you mean control group?",3,3,2,2
"3548","Get more specific, mL and concentrations are necessary",3,3,2,2
"3549","No need for title on the graph. Need to have x axis labels instead of the legend",3,3,4,4
"3550","Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise.",2,2,3,3
"3551","Same problem with the error bars",3,3,4,2
"3552","How much did you inject?",3,3,2,2
"3553","This or something like this would be great to use as your “bigger picture”",2,2,3,3
"3554","Just say that these measurements were averaged, then used for a t-test.",3,3,2,2
"3555","Rhetorical questions are not necessary in a scientific intro",2,2,3,3
"3556","How does this relate to aggression? I don’t see the connection to your expeirment",4,4,4,4
"3557","Your graph should not have a title, put what your title would be in your caption.",3,3,3,2
"3558","When reporting the results of a two-sample t-test, you need to include the resulting t-statistic, the degrees of freedom (df), and the corresponding P-value. Your statement might look like this, “The mean of the control group was not statistically significantly different than that of the experimental group (t-stat = 0.57, df = 26, P = 0.574).”",3,3,2,2
"3559","Not sure what this figure is supposed to show.",3,3,3,2
"3560","No need for figure title",3,3,2,2
"3561","Not necessarily. If you look on google scholar for some articles about lanthanum chloride, you’ll find there are a few legitimate reasons for why your results occurred. Always explore all the options before attributing your results to error!",4,4,3,3
"3562","Include a figure for R:S weight.",3,3,2,2
"3563","How much?",3,3,2,2
"3564","What statistical test did you use?",3,3,4,2
"3565","What lead you to think this? How would manipulating 20E levels affect growth, go past just “timing of molt”",4,4,5,4
"3566","So, both variables decreased ???",3,3,4,2
"3567","Can you define the term threshold? That is necessary. Also consider the position of this sentence in the paragraph. This would be better after you explain the excitation-contractile process.",2,2,4,4
"3568","You did not try different hormones",3,3,2,2
"3569","V",3,3,2,2
"3570","Put this at the end of your methods section, after you explain everything else",3,2,4,3
"3571","It’s not necessarily that they don’t have the means to grow stems and leaves, it’s that cell functions are resource limited. Think of them as limiting reactants in a chemical reaction; without adequate soil nutrients the plant cannot survive, so it prioritizes the collection of scarce resources.",4,4,4,5
"3572","Instead of looking for differences in aggression of each individual, could you use your data to test (or at least, support) this observation? I think that should be possible, and it would be more informative than looking for the individual differences.",3,4,4,4
"3573","This is not included in Table 1",3,3,2,2
"3574","Your abstract is a little confusing, try to make it an easy flow summary of your whole paper. I should know the results/outcome you got  in the abstract.",2,2,3,3
"3575","What is the dilution of this azamax solution?",3,3,2,2
"3576","No need to specify number (or other methods details) in the intro",2,3,4,4
"3577","You don’t need to put red mane in quotes, it’s a well-defined term that we use for this lab",2,2,2,3
"3578","This reads like I was torturing you…",2,2,7,2
"3579","For the Abstract, you want to include just those sentences with relevant information, a key message. Keep this in mind because there is a maximum number of words and you want to use them wisely. This sentence looks good for the Intro",2,2,4,5
"3580","So these error bars still aren’t correct, as they are not centered on the bars. If you need help doing this for your presentation figure let me know.",3,3,4,4
"3581","Suggestion about reaction buffer should have explored other studies to propose specific alternative",4,4,4,4
"3582","This is the correct info that you should have in your results in paragraph form. You should include a sentence about what the length and weight overall change averages are here too.",3,3,4,4
"3583","Why would prolonging the pupal stage make it lose weight? Does that make sense?",4,4,5,2
"3584","Did you add buffer?",3,3,4,2
"3585","I would move this to the end of your introduction.",2,2,4,4
"3586","What is the typical pattern of resource allocation? How does it change?",4,4,3,4
"3587","What do your error bars represent? Also, you don’t need error bars if you aren’t averaging values together.",3,3,4,4
"3588","You could recognize some patterns here, though. For example, compare 10% treatment of both of your species. Your chard samples had much smaller p-values compared to spinach. So, chard could possibly show better results than spinach if you refine your methods and conduct your experiment again. Although you got statistically insignificant values, look for a pattern and see which could be a good candidate or show a better result next time if you improve your methods.",4,4,4,4
"3589","Kind of silly to start abbreviating it here and then use the abbreviation one other time",2,2,2,4
"3590","What is the typical allocation strategy for plants? How does it change specifically?",3,4,5,4
"3591","Colloquial",2,2,3,3
"3592","Just take it one step at a time",2,3,3,4
"3593","DID you assume this? Or are you referring to the results of the study you mentioned in the introduction?",4,4,4,3
"3594","The bar graph shows this same data, so you should pick only one to include (include the bar graph)",3,3,4,4
"3595","the average length or the total change I length. Can you support this statement with the mean ± SD values for each group, and the results of the statistical test.",3,3,4,4
"3596","This is essentially represented in your graph. Don’t need to include thisDo include your ANOVA stats test results though",3,3,4,4
"3597","I wouldn’t include the phrase “online research”",2,2,2,2
"3598","Add error bars! And be more specific with your legend—0 mM of what?",3,3,2,2
"3599","Why are you suggesting an alteration of the experiment?",4,2,3,2
"3600","“involves” or “revolves around”",2,3,2,2
"3601","y-axis.Can you be more specific? Something like this could be the y-axis.Threshold of contraction (V)",3,2,4,4
"3602","This is unclear.",2,2,3,2
"3603","When reporting your averages, you should also write +/- your standard deviations",3,3,2,2
"3604","This may not be the best word choice",2,2,2,2
"3605","Also make sure you have a colon : between the author and year",3,3,2,2
"3606","How much chemical was injected?",3,3,2,2
"3607","If your y-axis is a ratio, do you think it should have units? Why or why not? Be more specific about your error bars – what do they actually represent? Variation isn’t a very informative term.",3,3,5,4
"3608","mention the critical value you considered to be significant",3,3,2,2
"3609","Neuromuscular unit",3,3,2,2
"3610","Are you sure about this?",3,3,1,2
"3611","This is not peculiar of the skeletal muscle. All the muscles types respond with a contraction.",3,4,4,4
"3612","Did you calculate means?",3,3,4,2
"3613","What were their findings?",3,2,4,2
"3614","I forgot to mention this, but explain how your get form absorbance to your data that you’ll analyze. So, absorbance, to percent change, to means.",3,3,4,4
"3615","Include more supporting background information. A lot more needs to be written here for full credit.",2,2,3,3
"3616","This would make sense if your hypothesis HAD been supported. What do you make of the fact that there was no significant difference, though? You get to it in the following sentences, but your discussion should make logical sense and not contradict itself. The source you cite looks like it should have some good information in it that will help you build your argument; you can even compare what you found to the results of that study.",4,4,4,5
"3617","Roughly 50 microliter (µL)",3,3,2,2
"3618","example? (Expand discussion)",4,2,4,4
"3619","This is good. However, you should consider introducing an example from primary literature relating to tetany specifically, since this is what you measured.",4,4,4,4
"3620","remove",2,2,2,2
"3621","This table is unnecessary. You stated the p-value in your results, so no need to include the table.",3,3,4,2
"3622","Needs citation",3,3,4,2
"3623","This information is already included in the previous sentence. Mean and SD are reported together, not in separate sentences",3,2,2,2
"3624","Need to provide molarity",3,3,2,2
"3625","How many drops?",3,3,2,2
"3626","This needs to be reorganized.",2,3,3,2
"3627","Check the citation format",3,3,2,2
"3628","And this",2,3,2,2
"3629","What statistical test did you use?",3,3,4,2
"3630","This should be in the discussion, since you are interpreting the data.",1,3,4,4
"3631","Is this true? Did you test Na+ channels. No, you tested the muscle contraction, so the effect of lidocaine in the Na+ channels (from previous studies, not yours) could be the explanation of the results.",3,4,4,4
"3632","When reporting the results of a two-sample t-test, you need to include the resulting t-statistic, the degrees of freedom (df), and the corresponding P-value. Your statement might look like this, “The mean of the control group was not statistically significantly different than that of the experimental group (t-stat = 0.57, df = 26, P = 0.574).”",3,3,2,2
"3633","y-axis: duration of latent period",3,3,4,2
"3634","0.110.33",3,3,2,2
"3635","Pay attention to flow! This seems awkward here.",2,2,3,3
"3636","“Of data from the other legs”",3,3,2,2
"3637","Give some indication of the results here",2,2,4,4
"3638","Remember to put title after figure number before continuing with the rest of the caption. What do your error bars represent?",3,3,2,2
"3639","Grammar!",2,2,1,2
"3640","How many pulses?",3,3,2,2
"3641","Be specific. How did the behavior change?",2,2,4,4
"3642","You can just use the first authors last name here",3,3,2,2
"3643","You need a more descriptive title. See your group members or me for suggestions.",2,3,3,4
"3644","This sentence should say something about supporting your hypothesis (you want to establish this early in the discussion)",2,2,4,4
"3645","Should be all in past tense.",2,2,3,3
"3646","This needs to be in full sentences. Where are results of your statistical tests? 2 sig figs is enough.",3,3,4,4
"3647","Your figures need an x-axis label (“Frog treatment” for example), and you need to explain what the error bars represent here in the caption/legend.",3,3,4,4
"3648","Give more details specific to this pathway in particular to aid in your assertion that cAMP phosodiesterase inhibition will lead to growth.",3,2,4,4
"3649","Also, this and the next sentence are “big picture” and would flow better toward the end of the discussion.",2,2,4,4
"3650","Use standard error, not standard deviation. Standard error is standard deviation divided by the square root of sample size",3,3,4,4
"3651","Units for the y-axis. Correct the direction of the y-axisMissing standard error bars. That is important",3,3,4,4
"3652","This should’ve been 0.1mL",3,3,2,2
"3653","Pretend I’m a high schooler who knows nothing about this. Then write.",2,2,4,2
"3654","Why is this significant if the p-value = 0.44? That is greater than 0.05, the cut-off level for significance, so the difference between groups were by chance.",3,3,4,2
"3655","should have focused on the chloroplast isolating procedure and how it could have been improved.",3,3,4,4
"3656","I’d label your x-axis with the chemical and concentration you used.",3,3,2,2
"3657","Useless? So it has no effect on them at all?",3,3,2,2
"3658","You should include information about the obtained results.",3,3,3,2
"3659","“As shown in figure 1” Report means and standard deviations of the ratios.Report t-test results correctly (see resource guide).",3,3,4,3
"3660","wrong format. It should be t-stat=_, d.f.=_, P=_. Refer to Bio Resource Guide for formatting details",3,3,2,2
"3661","Informal. Use your best judgement to locate all the informal/colloquial terms/texts/formats used in this report and revise accordingly.",2,2,5,5
"3662","Informal. Revise to make it formal. Use your best judgement to locate other informal/colloquial terms/texts/formats used elsewhere in the report and revise accordingly.",2,2,5,5
"3663","State sample size for each group",3,3,2,2
"3664","Correct format for reporting: t-stat=_, d.f.=_, P=_ Refer to Bio Resource Guide for more details.",3,3,2,2
"3665","You need to start more broadly",2,2,3,3
"3666","Dissection pins",3,3,2,2
"3667","Include the year published",3,3,2,2
"3668","Your hypothesis is either supported or rejected, but that information should go in your discussion, not your results. Just state the p-value and if it is significant or not",1,1,4,4
"3669","Statistical testing?",3,3,4,2
"3670","Methods should be written in past tense",2,2,3,3
"3671","From this point, I don’t know what it is going on.",2,3,2,4
"3672","some of the text is redundant or can be written more concisely",2,2,2,2
"3673","Your graphs need work.  Let me know if you need guidance.",3,3,3,4
"3674","List the p-value again",3,3,2,2
"3675","Additionally you must report the measured values with the statistical value.",3,3,2,2
"3676","You can actually put your statistical results in your figure caption (i.e. our p-value was x, so the difference between the groups is significant/non-significant)",3,3,2,4
"3677","Avoid using quotations, you can summarize their findings without quoting",2,2,3,3
"3678","Not necessary",2,2,2,2
"3679","Wrong citation format (see Resource Guide)",3,3,3,3
"3680","Somewhere you should briefly say what this is",2,2,3,2
"3681","Did you give the muscle some tension with that configuration? The muscle was relaxed and contracted only during the stimulation, so consider changed that idea.",3,3,4,4
"3682","You don’t need to quote primary literature",2,2,3,3
"3683","Need to see the averages and standard devs and the stats",3,3,2,2
"3684","This p-value indicates the results are significant",3,3,2,2
"3685","Are these means? What are your SDs?",3,3,2,2
"3686","Nice.What effect do you think increasing your sample size would have had on the data – more significant or not?",4,4,4,4
"3687","I feel like there should be a word in here somewhere",2,2,2,2
"3688","what kind? Specify for each light.",3,3,4,2
"3689","You should make the abstract sound like an overview of your paper, that means gives some background on the subject as well",2,2,3,3
"3690","Between which conditions ???",3,3,4,2
"3691","Don’t use so much detail when explaining the behaviors; save that for the methods",2,2,4,4
"3692","This is interesting: do you see evidence of this in the data, or is this strictly based on your observations? Is there a way that you can use the non-shelter data to support this statement?",4,4,5,3
"3693","Revise",2,2,3,2
"3694","This seems like a stretch.",4,2,3,2
"3695","State the p-value again and you can write it as p&lt;0.01",3,3,2,2
"3696","Look in the annotation exercise how to report the statistical analysis in the results section. Avoid using an entire sentence just for the statistical outcome.",3,3,4,3
"3697","Not necessary",2,2,2,2
"3698","What buffer?",3,3,2,2
"3699","I asked you to trim this down and make it more succinct, but it’s longer than the submission.",2,2,3,3
"3700","Which ANOVA and post hoc test?",3,3,4,2
"3701","While discussing what went wrong, in addition to procedural error, think about the concentration of reaction buffer that I mentioned in an earlier email. You used 1x reaction buffer throughout for your control and treatment group. Could using a different concentration (such as 2x) reaction buffer be a better approach? Also, think about how efficient you were in isolating the chloroplasts. Think about the step in your method about chloroplast isolation and propose a way for improvement.",4,4,4,5
"3702","Need to state which statistical test you would do",3,3,4,2
"3703","Okay… this is a bit of a stretch and I think there’s a simpler interpretation. Think about the energetic costs of constantly displaying aggressive behaviors vs. using a shelter.",4,4,5,5
"3704","I know you know them, but I have to ask anyway—please indicate your (in)dependent variables and embed them in your hypothesis.",4,4,3,4
"3705","This wording is confusing; it makes it sound as if the full light treatment will have a smaller R:S than the shade treatment.",2,2,4,4
"3706","Remember your abstract is max 200 words",2,2,2,2
"3707","informal",2,2,3,3
"3708","control",3,3,2,2
"3709","I assume there is meant to be more here. Remember that you have a word limit for the abstract.",2,2,3,2
"3710","Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise.",2,2,3,3
"3711","This title is still a little long. I would say just start with the word Precor and get rid of what’s before it",2,2,4,2
"3712","Careful, I’m getting a little confused about what exactly you measured and changed",3,3,3,4
"3713","Same problems than above (Description of results flawed)",3,3,4,2
"3714","No need to include these here.",2,3,2,2
"3715","Statistically insignificant. Careful with your wording. Revise you report with clear and precise statements with formal terms.",3,2,3,3
"3716","Put this information in parentheses after the statement of significance",3,3,2,2
"3717","remove (methods)",3,2,2,2
"3718","Report your t-test results correctly, with t-stat, degrees of freedom, and p-value. The p-value is what allows you to conclude whether you have significant differences in your data or not, and this is nowhere to be found. Figure 3 is not meaningful and should not be included in the final.",3,3,4,4
"3719","lumens?",3,3,2,2
"3720","Which one?",3,3,7,2
"3721","Because your Table and Figure basically state the same data, I would just have the graph",3,3,4,4
"3722","Does the venom block potassium channels? I’m confused about how this is related?",4,4,4,4
"3723","Specify what you mean by length, adding units could do that",3,3,2,2
"3724","You can be less detailed here.",2,2,3,2
"3725","This has no context. Really, pretend I have no idea what you’ve done in lab, then write!",2,2,3,3
"3726","But the data did not support the hypothesis. You could specify that.",4,3,4,4
"3727","At what temp?",3,3,2,2
"3728","This is opposite of your hypothesis.",4,2,4,2
"3729","How does JH relate to caterpillar weight?",4,4,4,4
"3730","You should reorganize the figure so that treatments are next to one another to make comparisons easier.",3,3,4,4
"3731","Did you use 4 containers or 8 if there’s one per living space?",3,3,2,2
"3732","In addition, if youre P value was 0.86 that was not significant as it was greater than 0.05",3,3,2,2
"3733","Procedural error could be one reason. Maybe the chloroplasts were not successfully isolated. Recall that you did not actually look through the microscope and calculated relative chloroplast density this time. It could be error at maintaining the temp during the experiments. Explore possible reasons!",4,4,4,7
"3734","shows",2,3,2,2
"3735","I would go into just a bit more detail with these methods. It should be enough that a person with basic science skills can repeat your experiment",3,2,3,3
"3736","Your study organism is an amphibian, and you did not use lidocaine.  Why is this paper important?",4,2,4,4
"3737","Your discussion needs to have a source of primary literature somewhere",1,1,3,3
"3738","this needs to be focused and condensed",2,2,3,3
"3739","These are results. This is a serious organization issue and an automatic failing grade",1,1,4,3
"3740","Just nutrients or is there also another abiotic factor that is affected by soil type?",4,4,5,4
"3741","Not sure which caption relates to which figure (make sure they are in the same order the figures were uploaded). Your captions for the graphs need to tell me what the error bars represent.",3,3,4,4
"3742","Missing citations in this section",3,3,3,3
"3743","You could specify the analyzed muscle",3,3,2,2
"3744","List the stats",3,3,2,2
"3745","See link below for necessary improvement especially in in-text citations",3,3,3,3
"3746","SD?",3,3,2,2
"3747","You don’t need to justify this statistical test as it’s known this is what the test is used for.",3,3,3,2
"3748","Can you be more specific and mention the physiological process of interest?",4,2,3,4
"3749","Also, your caption for each figure should begin with the figure number (“Figure 3”) followed by the figure title and then any further information.",3,3,2,2
"3750","You need to tie your findings back to the big picture",4,4,3,3
"3751","Figure legends go at the bottom of the figure. If you could be more specific in the legend, that would be great. For example, that is not just weight, is the total change in weight from day one to day eight. Also specify the components of the graph: bars represent the mean and the whiskers represent the standard deviation. These comments are applicable for the other figure too.",3,3,4,4
"3752","This is unnecessary in the Abstract",2,2,2,2
"3753","This can be said more formally",2,2,2,2
"3754","Which are specifically called…?",3,3,2,2
"3755","This is almost raw data and a table is not the best way to represent it. You should include at least one graph in the report, and I would suggest using it to replace this table.",3,3,4,4
"3756","If these are just single values than you shouldn’t have standard deviations with them",3,3,2,2
"3757","Interpretations go in the Discussion",1,2,4,3
"3758","The figure caption needs more.",3,3,3,2
"3759","Avoid the word “prove.” In sciences, there is always some uncertainty involved. Your data may always have come from a reason separate from your original hypothesis. As such, I would say “supported”",2,2,4,5
"3760","Put the p-value again, even just in parentheses",3,3,2,2
"3761","gated",2,3,2,2
"3762","Why? If the plants were permanentnly under shade, day and night, how does that help us learn about circadian rhythms? Do circadian rhythms have an impact on resource allocation?If you can’t build a good argument here, then I would suggest thinking of another big concept that this research might connect to.",4,4,5,5
"3763","revise",2,2,3,2
"3764","Error bars missing",3,3,2,2
"3765","Format: t-stat=_, d.f.=_, p=_",3,3,2,2
"3766","So what do you expect to happen? In relation to weight?",3,4,4,4
"3767","Describe activity",3,3,3,2
"3768","Incorrect format + missing details",3,3,4,2
"3769","I would try to reword this too.",2,2,3,2
"3770","You did not use proper citation format",3,3,2,2
"3771","Meaning, points for the two fish were added together? A paired t-test would be more appropriate here.",3,3,4,4
"3772","You should just have the last name of the first author",3,3,2,2
"3773","Are the data themselves not significant, or is it that the difference between the two groups is not significant?",3,3,2,4
"3774","Or maybe increased incubation time required",4,2,4,4
"3775","Separate counts for each fish, or did you total the time for each interaction/replicate?",3,3,4,4
"3776","This belongs in methods",2,2,4,4
"3777","You should have explored this at a greater detail by comparing other model organisms and indicating how these mechanisms treated with your inhibitors translate at a broader scale.",4,4,3,4
"3778","You should also make a point in this figure about the increase in the strength of contraction with increments of the stimulation voltage",3,3,4,4
"3779","How does light affect energy allocation specifically? What specific changes in metabolism does light availability elicit?",4,4,5,5
"3780","But why was testing sodium important?!",4,2,4,4
"3781","Missing information about the used statistical test",3,3,4,2
"3782","Comparing what specifically? Mean distance traveled towards each maybe? How did you assess this?",3,4,4,4
"3783","Just for the next report, refer to the BioCore Resource Guide to format your in-text citations.",3,3,3,3
"3784","This and the next sentence are “big picture” and would flow better toward the end of the discussion.",2,2,4,4
"3785","These statements are more suitable for figure caption",3,3,4,2
"3786","Don’t use titles in figures, and you can shorten that y-axis",3,3,4,2
"3787","Comparing means?",3,3,7,2
"3788","Stats?",3,3,2,2
"3789","What are your (in)dependent variables? What leafy green did you use and why?",3,3,4,3
"3790","You do not need to provide statistics or specific values in your abstract, although you do need to tie your findings back to the big picture",2,4,4,4
"3791","This process also requires Ca++. What happen in the muscle after ACh binds the receptor?",3,4,5,4
"3792","This is the same information available in your figureds",3,3,3,2
"3793","Avoid roman numerals (they are too hard to read in most fonts). You can just use 1, 2, etc.",2,2,4,3
"3794","Generally, only the p-value needs to be reported.",3,3,3,2
"3795","revise",2,2,3,2
"3796","More powerful actually. Idk if that’s a statistical concept you’ve come across yet, but it basically means the number you get is less likely to be wrong",3,3,3,4
"3797","typo?",2,2,1,2
"3798","So maybe we don’t have as robust a protocol for chloroplast extraction for kale as we do spinach?",3,3,5,4
"3799","Why did you think they molted together? That is something that you could measure, if you don’t have evidence for that, then avoid speculations.",4,4,4,3
"3800","Try to just zoom in one one contraction rather than all of them",3,3,4,4
"3801","You repeated this section in your results and discussion. I would definitely say it belongs in the discussion",2,2,2,4
"3802","Wrong indication. Figure 1 is your reagent table.",3,3,2,2
"3803","“Support” might be a better word",2,2,2,2
"3804","Sterilize first! And include how you sterilized things.",3,3,2,2
"3805","Your Discussion should include future implications of your current experiment, in addition to possible improvements. How does your experiment on Trifluoperzaine/Calmodulin/Physarum relate to mechanisms of other organisms? Board scale implications should have been indicated as concluding remarks and should have been reflected in Abstract accordingly.",4,4,5,5
"3806","grammar",2,2,1,2
"3807","Did you mean hindrance?",2,3,2,2
"3808","Muscle contractions?",2,2,2,2
"3809","Also, I’m a little confused about the reasoning you provided for looking at alkaline conditions because you’re talking about root uptake, but this experiment only looks at isolated chrloplasts.",4,4,4,4
"3810","Good job being concise here, but you have to say the p values in the text of the results section",3,3,2,4
"3811","Every other day? That is why you gave them 40 g in total.",3,3,4,4
"3812","You need a figure reference here!",3,3,2,2
"3813","Need to summarize the data with just 2 columns and with error bars, instead of showing the raw data for all of the replicates",3,3,4,4
"3814","Wouldn’t low soil nutrients cause allocation to the roots, no the shoots?",4,4,5,5
"3815","You could say that the myograms have those three phases. That will link your previous sentence with this one.",2,2,4,4
"3816","So, percent change?",3,3,4,2
"3817","You don’t need to formally write out the independent and dependent variables. Just state what the different groups were fed",3,3,4,4
"3818","Where are the table legends? That is necessaryYou are missing the SD for those averages.",3,3,3,2
"3819","Make sure you also include means and SDs",3,3,2,2
"3820","Is this the most concise way to communicate no significant difference?",3,3,4,2
"3821","Which voltage? Output or input?",3,3,4,2
"3822","I think this is a qualitative result of your experiment. So this information should e in the results also.",3,3,4,4
"3823","Absorbance of what? What’s being absorbed? (This needs more context.)",3,3,4,4
"3824","Clarify this statement – I know what you’re trying to say, but you don’t quite get there. If you need to break this entire sentence up into 2, that’s ok!",2,2,2,4
"3825","Good, remember no titlesAlso try to make this graph into 4 bars, where you average the controls and treatments for each leg and include error bars.",3,3,2,4
"3826","No need to talk about sources of error, since your data supported your hypothesis. Talk more about how color and aggression evolved independently, like you mentioned in the introduction section",4,4,4,4
"3827","I would label the y-axis as twitch threshold (V), and just label the bars under as Control and Treatment.",3,3,2,4
"3828","Add a sentence about why you used Rana pipiens as a subject",3,3,4,4
"3829","This is unnecessary if you also include the citation at the end of the sentence",3,3,2,2
"3830","State your hypothesis first, then your methods, then a sentence about your results. You can then state your hypothesis was not supported and write a concluding sentence",2,2,4,4
"3831","Only the food was obtained from here",3,3,2,2
"3832","Did all your controls reach the commitment pulse? Otherwise this isn’t super accurate",3,3,2,2
"3833","Wrong indication. Figure 1 is your reagent table.",3,3,2,2
"3834","Was that significant?",3,3,2,2
"3835","Error bars",3,3,2,2
"3836","Missing outside sources (basic criteria)",1,1,3,3
"3837","What about your hypothesis?!",4,2,3,2
"3838","remove",2,2,2,2
"3839","Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise.",2,2,3,3
"3840","This is not a very scientific way of phrasing this",2,2,2,2
"3841","Need to specify that you used the averages of each pot in the statistics",3,3,4,4
"3842","No need to include specific quantities in the intro. You can save it for the methods.",2,2,4,4
"3843","Looking at your p-value and your graph again. It would have been plausible for you to go the route of “We were approaching significance” and “but we didn’t have a large enough sample size.” As 0.0624 is very close to 0.05 and we can see a tremendous change between the control/experimental.",2,3,2,4
"3844","Why this organism?",3,3,4,2
